recruiment_id,user_id,title_aspect,desc_aspect,company_aspect,poster_aspect,other_aspect,label,explanation
62505030,9,positive,positive,positive,neutral,negative,warning,"title khớp với job type
tuy nhiên phần other không nêu thông tin về lương hay contract"
68894997,9,positive,positive,positive,neutral,positive,clean,"thông tin đầy đủ 
title không nêu rõ thông tin công việc"
68265700,11,negative,positive,positive,neutral,positive,clean,"thông tin cung cấp tương đối đầy đủ và chi tiết, tuy nhiên tiêu đề có từ ngữ hối thúc"
68876341,11,negative,negative,negative,neutral,negative,warning,đây không phải là tin tuyển dụng
68890406,11,neutral,positive,positive,not_mentioned,positive,seeding,"thông tin cung cấp tương đối đầy đủ, tuy nhiên công ty đưa ra quá nhiều hứa hẹn cũng như không rõ ràng trong lương bổng"
68183350,11,negative,negative,negative,neutral,negative,warning,đây không phải là một tin tuyển dụng
68893296,11,positive,positive,positive,not_mentioned,negative,warning,thông tin tiền lương chi tiết không khớp với mô tả bên trên
68849479,11,positive,positive,positive,not_mentioned,positive,clean,"các thông tin cung cấp tương đối đầy đủ, tuy thời gian làm việc chi tiết không có nhưng thông tin chi tiết có ghi là công việc bán thời gian"
68867991,11,positive,positive,positive,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ
68859133,11,positive,negative,positive,not_mentioned,negative,warning,"công ty yêu cầu CMND/CCCD gốc là không cần thiết, ngoài ra thông tin chi tiết về tiền lương và thời gian làm việc không giống với mô tả"
68873044,11,positive,positive,positive,not_mentioned,negative,clean,"thông tin cung cấp tương đối đầy đủ và chi tiết, tuy nhiên phần lương ở chi tiết không quá khớp với mô tả"
68893770,11,negative,negative,positive,not_mentioned,negative,warning,"tiêu đề mang tính thu hút người xin việc, mô tả công việc không rõ ràng cũng như quá nhiều quyền lợi. Mức lương ở thông tin chi tiết quá cao, không hợp lí"
68787776,11,positive,negative,not_mentioned,neutral,negative,warning,"mô tả công việc thiếu đi khá nhiều thông tin cơ bản như thời gian làm việc, địa điểm làm việc, mức lương và quyền lợi cơ bản của công ty. Ngoài ra không có tên và địa chỉ cụ thể của công ty."
68846321,11,negative,negative,negative,not_mentioned,positive,warning,"bài đăng quá sơ sài. tiêu đề mang từ ngữ hối thúc, mô tả quá ngắn ngọn, thiếu thông tin căn bản về công việc. tên công ty và địa điểm làm việc không rõ ràng"
68873247,11,positive,positive,positive,not_mentioned,negative,warning,"thông tin cung cấp tương đối đầy đủ, tuy nhiên ở thông tin chi tiết là tính theo tháng, còn mô tả là theo ngày nên không khớp với nhau. Ngoài ra thiếu thời gian làm việc cụ thể"
68866609,11,positive,negative,positive,not_mentioned,positive,seeding,"thông tin cung cấp tương đối đầy đủ, tuy nhiên bhyt là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68837509,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68887079,11,positive,positive,positive,not_mentioned,positive,clean,"thông tin cung cấp đầy đủ, nhưng mức lương tối thiểu ở mô tả cao hơn trong thông tin chi tiết"
68797913,11,positive,positive,positive,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ 
68894764,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
64493632,11,positive,negative,not_mentioned,neutral,negative,warning,"tiêu đề không khớp với mô tả về mức lương cũng như là thời gian phát lương. Công ty yêu cầu CMND gốc, điều này là không cần thiết. Tên công ty cũng như là địa điểm làm việc không cụ thể"
68665735,11,positive,positive,negative,neutral,positive,clean,vì đây là công việc tư nhân nên tên công ty không cần thiết phải ghi
64785554,11,neutral,negative,not_mentioned,neutral,positive,warning,"tiêu đề công việc không rõ ràng. Mô tả công việc cũng mơ hồ, không chi tiết"
64410520,11,positive,negative,not_mentioned,not_mentioned,positive,warning,"thông tin tương đối đầy đủ, tuy nhiên tên công ty không được nêu rõ ràng. việc cung cấp chứng minh nhân dân để được đi làm là điều không cần thiết, chỉ cần bản photo công chứng là được"
68827970,11,positive,negative,positive,neutral,positive,seeding,"thông tin cung cấp tương đối đầy đủ, tuy nhiên bhyt, bhxh là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68178547,11,positive,positive,positive,neutral,positive,clean,"thông tin cung cấp tương đối đầy đủ, tuy nhiên mô tả tính tiền theo ngày, còn thông tin chi tiết là tính tiền theo tháng"
68158687,11,positive,negative,negative,neutral,negative,warning,"bhxh, bhyt, bhtn là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. địa điểm làm việc không cụ thể. Ngoài ra mức lương thấp nhất trong mô tả khác với trong thông tin chi tiết"
68850560,11,positive,negative,positive,not_mentioned,positive,seeding,"thông tin cung cấp tương đối đầy đủ, tuy nhiên bhxh, bhtn là trách nhiệm của công ty, không cần thiết phải ghi vào"
68837272,11,positive,positive,positive,not_mentioned,positive,clean,thông tinc cung cấp tương đối đầy đủ
68788289,11,positive,positive,negative,neutral,positive,clean,vì đây là tư nhân nên tên công ty không ghi rõ ràng vẫn có thể xem xét cho qua
68862468,11,positive,positive,positive,not_mentioned,positive,warning,"thông tin cung cấp tương đối đầy đủ và chính xác, tuy nhiên mức lương tối thiểu trong mô tả cao hơn trong thông tin chi tiết"
68848818,11,positive,negative,positive,not_mentioned,positive,warning,"mô tả quá ngắn gọn, không đủ các thông tin căn bản."
68785513,11,positive,negative,negative,neutral,positive,warning,"bhxh, bhyt là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. tên và địa điểm là việc không cụ thể và rõ ràng"
68883841,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68861529,11,positive,negative,negative,neutral,positive,warning,"bhyt, bhxh là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Ngoài ra, tên công ty và địa điểm làm việc không cụ thể và rõ ràng"
68806461,11,positive,positive,not_mentioned,neutral,negative,clean,thông tin cung cấp tương đối đầy đủ. Mô tả có bao gồm lương và thời gian làm việc cụ thể.
68835375,11,positive,positive,negative,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68880391,11,negative,positive,negative,not_mentioned,positive,warning,tiêu đề mang tính gấp gáp. Tên và địa chỉ công ty không được nêu cụ thể.
68851983,11,negative,positive,positive,not_mentioned,positive,clean,tiêu đề mang tính gấp gáp. Mô tả tuy ngắn kết hợp với thông tin chi tiết thì đủ các thông tin căn bản
68843334,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68892400,11,positive,positive,positive,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ và rõ ràng
68769902,11,positive,negative,negative,positive,positive,warning,tên công ty và địa điểm làm việc không được nêu cụ thể. Ngoài ra việc cung cấp CCCD là việc không cần thiết
68832086,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68900523,11,negative,negative,negative,negative,negative,warning,đây không phải là tin tuyển dụng
68832101,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68823936,11,positive,positive,positive,not_mentioned,positive,clean,các thông tin cung cấp tương đối đầy đủ
68894507,11,positive,positive,negative,not_mentioned,positive,clean,"Thông tin cung cấp tương đối đầy đủ, và vì đây là công việc tư nhân nên tên công ty không cần thiết phải ghi."
68896313,11,negative,negative,positive,not_mentioned,positive,warning,Mô tả hơi sơ sài và tiêu đề mang tính thu hút người tìm việc. 
68011249,11,negative,negative,negative,neutral,positive,warning,"tiêu đề mang tính thu hút người tìm việc. Mô tả có quá nhiều quyền lợi, cũng như việc nhận ngay 1 triệu nếu giới thiệu thành công, có nguy cơ đa cấp"
68826407,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68841862,11,positive,positive,negative,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68808646,11,positive,negative,positive,neutral,positive,clean,"bhyt, bhxh, bhtn là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68877512,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc tương đối đầy đủ.
68869865,2,positive,negative,positive,not_mentioned,positive,warning,"Yêu cầu công việc thối thúc, gấp gáp, BHXH, BHYT, BHTN là điều khoản bắt buộc đối với pháp luật."
68826062,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin chi tiết và đầy đủ.
68872381,2,negative,negative,negative,neutral,positive,warning,"Thông tin công việc không nhất quán, địa chỉ làm việc và công ty chưa rõ ràng."
68010833,2,positive,negative,neutral,neutral,positive,warning,"Mức lương chưa được nhất quán, quyền lợi không đúng."
62505030,2,positive,negative,not_mentioned,neutral,negative,warning,"Thông tin công việc không nhất quán, yêu cầu CCCD gốc."
68894997,2,neutral,positive,negative,neutral,negative,clean,Thông tin công việc tạm chấp nhận được vì đây là công việc bán thời gian không yêu cầu trình độ.
59175011,2,negative,negative,not_mentioned,neutral,negative,warning,"Mức lương trả không nhất quán, yêu cầu CCCD gốc."
68012064,2,positive,positive,positive,neutral,positive,clean,Thông tin công việc đầy đủ.
68687459,2,negative,negative,positive,neutral,positive,warning,"Yêu cầu công việc gấp gáp, đi làm ngay, ký hợp đồng và BHYT là yêu cầu bắt buộc với doanh nghiệp."
68856526,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc đầy đủ.
68840680,2,positive,negative,negative,neutral,positive,seeding,Thông tin công việc đầy đủ tuy nhiên đóng bảo hiểm là yêu cầu bắt buộc đối với doanh nghiệp.
68097655,2,positive,negative,negative,neutral,positive,seeding,Thông tin công việc đầy đủ tuy nhiên đóng bảo hiểm là yêu cầu bắt buộc đối với doanh nghiệp.
68822282,2,positive,positive,positive,neutral,positive,clean,Thông tin công việc đầy đủ với công việc nhân viên tại khách sạn.
68880110,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc đầy đủ với công việc lao động không yêu cầu trình độ như bán cơm.
68125281,2,positive,negative,negative,neutral,positive,seeding,"Thông tin công việc tương đối đủ tuy nhiên quyền lợi ""hưởng BHYT và BHXH"" thì đây là điều khoản bắt buộc của doanh nghiệp đối với pháp luật Việt Nam."
68820924,2,positive,negative,negative,not_mentioned,positive,warning,"Thông tin công việc sơ sài, chưa rõ loại hình kinh doanh."
68876952,2,neutral,negative,positive,not_mentioned,positive,seeding,Hấp dẫn về lương bổng và quyền lợi tuy nhiên chưa đề cập đến rõ về mô tả cụ thể công việc.
68145082,2,positive,positive,positive,neutral,positive,clean,Thông tin công việc đủ đối với việc làm phụ gội đầu.
68829496,2,positive,positive,negative,neutral,negative,warning,Mức lương chưa nhất quán.
68843073,2,positive,negative,positive,neutral,positive,warning,"Đầy đủ tuy nhiên ""bảo hiểm"" không phải là quyền lợi cơ bản của doanh nghiệp đối với người lao động. Mức lương không nhất quán."
68815058,2,positive,positive,positive,not_mentioned,positive,warning,"Việc làm đơn giản về yêu cầu, mô tả đầy đủ, tuy nhiên mức lương có phần hơi thấp so với mặt bằng chung lương cơ bản."
68843641,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc tương đối đầy đủ.
68899186,2,positive,positive,positive,not_mentioned,positive,clean,Mô tả công việc tạm chấp nhận được với tính đặc thù của công việc này đòi hỏi.
68888901,2,positive,negative,positive,neutral,positive,warning,Mức lương quá cao so với mặt bằng chung.
68844402,2,positive,positive,positive,not_mentioned,positive,warning,Mức lương không nhất quán.
64218923,2,negative,negative,not_mentioned,neutral,positive,warning,"Mức lương không nhất quán, địa chỉ làm việc và công ty không rõ ràng."
68877950,2,positive,negative,negative,not_mentioned,negative,warning,"Mức lương có thể chưa đúng, mô tả công việc sơ sài."
64528567,2,positive,negative,negative,neutral,positive,warning,Mức lương không nhất quán.
68870124,2,positive,positive,positive,not_mentioned,positive,clean,Công việc tương đối đầy đủ thông tin.
68866016,2,positive,positive,positive,not_mentioned,positive,clean,Thông tin công việc đủ.
68134553,2,negative,negative,negative,neutral,positive,warning,"Yêu cầu công việc gấp rút, chưa rõ loại hình kinh doanh và mô tả công việc."
68890563,2,positive,positive,negative,not_mentioned,negative,warning,Mức lương không nhất quán
68193491,2,positive,positive,positive,neutral,not_mentioned,warning,"Thông tin công việc đầy đủ đối với nhân viên bán hàng bán thời gian, mức lương tương đối thấp so với mặt bằng chung."
68815382,2,positive,positive,positive,not_mentioned,positive,clean,"Thông tin công việc đầy đủ, rõ ràng."
68159704,2,positive,negative,negative,neutral,positive,seeding,"Thông tin công việc đầy đủ đối với vị trí tạp vụ tuy nhiên quyền lợi ""tham gia Bảo Hiểm Y Tế"" là bắt buộc của doanh nghiệp với pháp luật."
64776325,2,positive,negative,not_mentioned,neutral,positive,seeding,"Thông tin công việc đầy đủ tuy nhiên các quyền lợi như bảo hiểm,... là yếu tố bắt buộc khi sử dụng lao động của doanh nghiệp."
68847847,2,negative,positive,positive,not_mentioned,positive,seeding,Mức lương tương đối hứa hẹn và không chắc chắn.
68100834,2,negative,positive,positive,neutral,positive,clean,Thông tin công việc tương đối đầy đủ.
68892223,2,positive,positive,negative,neutral,positive,clean,Thông tin việc làm tương đối đủ với công việc thợ cơ khí cơ bản.
64446175,2,negative,negative,not_mentioned,neutral,positive,warning,"Thông tin công việc như địa chỉ làm việc và công ty rõ ràng, không nhất quán về mức lương sẽ trả."
68837720,2,positive,negative,negative,neutral,positive,seeding,"Thông tin công việc đầy đủ tuy nhiên chưa rõ ràng về quyền lợi: ""được hưởng đầy đủ các quyền lợi""."
68899986,2,positive,positive,positive,neutral,positive,clean,Thông tin công việc rõ ràng.
68050467,2,positive,positive,negative,neutral,negative,warning,"Không nhất quán về hình thức trả lương, mô tả công việc có phần hơi sơ sài."
34380155,2,positive,positive,not_mentioned,neutral,negative,warning,Không nhất quán về hình thức trả lương và mức lương sẽ trả...
68894537,11,positive,negative,negative,neutral,positive,warning,"tiêu đề chỉ ghi tuyển 2 loại việc, trong khi mô tả lại tuyển 3. BHYT, BHXH, BHTN là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Tên công ty và địa điểm làm việc không cụ thể"
68882802,11,positive,positive,negative,not_mentioned,positive,clean,Thông tin công việc đầy đủ
68844744,11,positive,negative,positive,not_mentioned,positive,clean,"mô tả hơi ngắn gọn, ngôn ngữ chung chung không cụ thể"
68827083,11,positive,negative,positive,not_mentioned,positive,seeding,"BHXH, BHYT, BHTN là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68895927,11,positive,negative,positive,not_mentioned,negative,warning,"BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Mức lương ghi ở mô tả không khớp với thông tin chi tiết"
68869382,11,positive,negative,positive,not_mentioned,positive,seeding,"Bảo hiểm là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào "
68815159,11,positive,positive,positive,not_mentioned,neutral,clean,thông tin cung cấp tương đối đầy đủ
68821488,11,positive,positive,positive,not_mentioned,negative,warning,mức lương trong thông tin chi tiết không khớp với trong mô tả
68199949,11,negative,negative,negative,negative,negative,warning,đây không phải là một tin tuyển dụng
68899133,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68846103,11,negative,negative,positive,neutral,negative,warning,"tiêu đề mang tính hối thúc, gấp gáp. BHYT, BHXH, BHTN là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Mức lương trong thông tin chi tiết không khớp với trong mô tả "
68870144,11,positive,positive,positive,not_mentioned,positive,clean,Thông tin cung cấp tương đối đầy đủ
68895845,11,positive,positive,negative,not_mentioned,positive,clean,"thông tin cung cấp tương đối đầy đủ và rõ ràng, tuy nhiên vẫn còn thiếu tên công ty"
68815154,11,positive,positive,negative,not_mentioned,positive,clean,"thông tin cung cấp tương đối đầy đủ, tuy nhiên tên công ty để ở tiêu đề"
63663770,11,positive,positive,not_mentioned,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ
68862650,11,positive,positive,positive,not_mentioned,negative,warning,không đề cập đến mức lương cụ thể
68859469,11,positive,negative,positive,not_mentioned,positive,warning,dù mô tả ghi không đa cấp nhưng các quyền lợi là quá nhiều so với yêu cầu của công ty
68688720,11,positive,positive,neutral,neutral,positive,clean,"thông tin cung cấp tương đối đầy đủ, tuy nhiên tên công ty vẫn còn chung chung"
68901246,11,negative,positive,positive,not_mentioned,negative,warning,tiêu đề và mô tả dùng các từ ngữ nhằm mục đích lôi kéo người xin việc. Mức lương ở thông tin chi tiết không khớp với trong mô tả
68820455,11,positive,negative,positive,not_mentioned,positive,warning,"mô tả quá sơ sài, không đủ các thông tin cơ bản"
64158398,11,negative,negative,not_mentioned,neutral,negative,warning,"tiêu đề dùng từ ngữ mang tính hối thúc, gấp gáp. BHYT,BHXH,BHTN là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Công ty yêu cầu CMND gốc, trong khi theo quy định của pháp luật là không cần thiết. Mức lương ở thông tin chi tiết không khớp với trong miêu tả, vì trong miêu tả gồm nhiều mức lương khác nhau"
68807703,11,negative,negative,negative,neutral,positive,warning,"tiêu đề mà tính hối thúc, gấp gáp. BHYT,BHXH,BHTN là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68876483,11,positive,negative,negative,neutral,positive,warning,"BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Tên công ty và địa chỉ làm việc không rõ ràng"
68713648,11,negative,negative,negative,neutral,positive,warning,"Tiêu đề mang tính gấp gáp hối thúc. BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Tên công ty và địa điểm làm việc không được nêu cụ thể"
68822242,11,negative,positive,negative,neutral,positive,warning,"Tiêu đề mang tính gấp gáp, hối thúc. Tên công ty và địa điểm làm việc không được nêu rõ ràng"
68268961,11,negative,negative,positive,neutral,positive,warning,"tiêu đề mang tính gấp gáp, hối thúc. BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. "
68850790,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68846692,11,negative,positive,neutral,not_mentioned,positive,seeding,"tiêu đề dùng từ ""bao ăn ở"" để thu hút người làm việc. Tên công ty có hơi chung chung"
68891946,11,negative,positive,positive,neutral,positive,seeding,"tiêu đề mang tính hối thúc, gấp gáp. Nhưng thông tin khác cung cấp tương đối đầy đủ"
68105724,11,positive,positive,neutral,neutral,positive,clean,"thông tin cung cấp tương đối đầy đủ, tuy nhiên thì tên khách sạn không được nêu cụ thể mà để nằm trên đường Bùi Thị Xuân"
68831878,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68883426,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
64215511,11,positive,negative,not_mentioned,neutral,positive,warning,"BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Tên công ty và địa điểm làm việc không được nêu cụ thể"
68864208,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68699906,11,positive,positive,positive,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ
64193120,11,negative,positive,not_mentioned,neutral,negative,warning,"thông tin về mức lương trên tiêu đề, mô tả và thông tin chi tiết không khớp nhau. Tên công ty và địa điểm làm việc không được nêu cụ thể"
68876797,11,positive,negative,positive,not_mentioned,positive,seeding,"BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào"
68823995,11,positive,negative,positive,not_mentioned,positive,clean,tuy mô tả không ghi việc cần làm nhưng tiêu đề đã ghi 2 công việc chính là bán giao sữa
68846699,11,positive,positive,negative,neutral,positive,warning,tên công ty và địa điểm làm việc không được nêu cụ thể
68876471,11,positive,positive,positive,not_mentioned,negative,warning,thông tin chi tiết không khớp với mô tả về các mức lương
68843865,11,positive,positive,negative,not_mentioned,positive,warning,tên quán và địa điểm làm việc không rõ ràng. Mức lương thấp nhất thấp hơn so với quy định pháp luật cho vùng I là 22.5k/giờ
68892391,11,positive,positive,positive,neutral,positive,seeding,"thông tin cung cấp tương đối đầy đủ, BHYT"
68810451,11,positive,negative,negative,neutral,positive,warning,"BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào. Tên công ty và địa điểm làm việc không được nêu rõ ràng cụ thể"
68160243,11,positive,positive,positive,neutral,positive,clean,thông tin cung cấp tương đối đầy đủ
68784536,11,negative,positive,negative,neutral,positive,warning,"tiêu đề dùng từ ""lương cao"" nhằm thu hút người xin việc. Tên công ty và địa điểm làm việc không cung cấp rõ ràng, phần thông tin công ty chỉ ghi ở quận 5, trong khi mô tả gồm rất nhiều quận huyện khác"
68815767,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68870658,11,positive,negative,negative,neutral,negative,warning,"BHYT,BHXH là trách nhiệm của công ty với người lao động, không cần thiết phải ghi vào, Thông tin về mức lương giữa thông tin chi tiết và mô tả không khớp với nhau"
68886439,11,positive,positive,positive,not_mentioned,positive,clean,thông tin cung cấp tương đối đầy đủ
68893280,11,positive,positive,negative,neutral,positive,warning,tên công ty và địa điểm làm việc không được nêu cụ thể
68397647,11,negative,negative,negative,negative,negative,warning,đây không phải là tin tuyển dụng
68896796,6,negative,negative,positive,neutral,not_mentioned,warning,"Tiêu đề gấp gáp, hối thúc. Nơi làm việc liệt kê nhiều nhưng không rõ ràng, cụ thể. CMND được yêu cầu mang theo kèm bản phô tô có thể vì mục đích xác thực công chứng"
68078902,6,positive,negative,positive,neutral,positive,seeding,Hứa hẹn phát triển. Quyền lợi có bảo hiểm.
68861386,6,positive,positive,negative,not_mentioned,positive,warning,Công ty không tồn tại ở địa chỉ được đề cập.
68101163,6,negative,negative,negative,neutral,negative,warning,Tiêu đề có lương. Quyền lợi có bảo hiểm. Mức lương không tương ứng.
68877512,6,positive,positive,negative,not_mentioned,positive,warning,Công ty không có tại địa chỉ được đề cập.
68869865,6,negative,negative,positive,not_mentioned,positive,warning,"Tiêu đề gấp gáp, hối thúc. quyền lợi có bảo hiểm."
68826062,6,positive,positive,negative,not_mentioned,positive,warning,công ty không có ở địa chỉ được đề cập.
68872381,6,negative,negative,negative,neutral,positive,warning,"Tiêu đề có tiền lương. Quyền lợi có bảo hiểm. Địa điểm đề cập nhiều nhưng không rõ ràng, cụ thể."
68010833,6,positive,negative,negative,neutral,negative,warning,Quyền lợi có bảo hiểm. Mức lương không tương ứng.
62505030,6,positive,positive,positive,neutral,not_mentioned,clean,"Thông tin đầy đủ, rõ ràng, nhất quán. CMND được yêu cầu mang theo kèm bản phô tô có thể vì mục đích xác thực công chứng"
68894997,6,positive,positive,negative,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
59175011,6,negative,positive,positive,neutral,positive,seeding,"Tiêu đề có lương, nhưng thông tin nhất quán."
68012064,6,positive,positive,positive,neutral,positive,clean,"Thông tin đầy đủ, rõ ràng, nhất quán."
68687459,6,negative,negative,positive,not_mentioned,positive,warning,"Tiêu đề gấp gáp, hối thúc. Benefit có BHYT, BHXH."
68896796,11,negative,positive,positive,neutral,not_mentioned,seeding,"tiêu đề mang tính gấp gáp, hối thúc. Các thông tin còn lại tương đối đầy đủ"
68078902,11,positive,negative,neutral,neutral,positive,seeding,"tên công ty và địa điểm làm việc còn hơi chung chung, không được cụ thể. BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào"
68861386,11,positive,positive,positive,not_mentioned,positive,clean,các thông tin cung cấp tương đối đầy đủ
68101163,11,negative,negative,negative,neutral,positive,warning,"tên tiêu đề chứa tiền lương, tuy nhiên không thống nhất với phần mô tả bao gồm cả ca 4 tiếng là 4tr/ tháng. ngoài ra, BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. Tên công ty và địa điểm làm việc không rõ ràng."
68877512,11,positive,negative,positive,not_mentioned,positive,seeding,"các thông tin cung cấp tương đối đầy đủ, tuy nhiên địa điểm làm việc ở tiêu đề, mô tả và thông tin công ty không khớp với nhau"
68869865,11,negative,negative,positive,not_mentioned,positive,seeding,"tiêu đề mang tính gấp gáp, hối thúc. BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào"
68826062,11,positive,positive,positive,not_mentioned,positive,clean,các thông tin cung cấp tương đối đầy đủ
68872381,11,negative,negative,negative,neutral,positive,warning,"tiêu đề chứa thông tin về lương, nhằm thu hút người xin việc. BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. Địa điểm làm việc quá nhiều và không cụ thể, cũng như tên công ty không được đề cập đến. "
68010833,11,positive,negative,neutral,neutral,positive,seeding,"BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. tên công ty và địa chỉ làm việc không được nêu cụ thể. Thông tin chi tiết về mức lương không khớp với trong mô tả."
62505030,11,positive,positive,not_mentioned,neutral,not_mentioned,warning,tên công ty và địa điểm làm việc không được nêu cụ thể và rõ ràng
68894997,11,positive,positive,positive,neutral,positive,clean,các thông tin được cung cấp tương đối đầy đủ
59175011,11,negative,positive,not_mentioned,neutral,positive,seeding,tiêu đề chứa tiền lương nhằm thu hút người xin việc. địa điểm làm việc không được nêu rõ ràng.
68012064,11,positive,positive,positive,neutral,positive,clean,các thông tin được cung cấp tương đối đầy đủ
68687459,11,negative,negative,positive,neutral,positive,seeding,"tiêu đề chứa từ ngữ nhằm thu hút người xin việc ""đi làm ngay"". BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. tên công ty và địa chỉ làm việc không được nêu cụ thể."
68856526,11,positive,positive,positive,not_mentioned,positive,clean,các thông tin được cung cấp tương đối đầy đủ
68840680,11,neutral,negative,negative,neutral,positive,warning,"tiêu đề và ngành nghề còn hơi chung chung. BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. tên công ty và địa chỉ làm việc không được nêu cụ thể. tên công ty và địa điểm làm việc không được nêu cụ thể và rõ ràng."
68097655,11,positive,negative,negative,neutral,positive,seeding,"các thông tin cung cấp tương đối đầy đủ, tuy nhiên BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào."
68822282,11,positive,positive,positive,neutral,positive,clean,các thông tin cung cấp tương đối đầy đủ
68880110,11,positive,positive,positive,not_mentioned,positive,clean,các thông tin cung cấp tương đối đầy đủ
68125281,11,positive,negative,negative,neutral,positive,seeding,"các thông tin cung cấp tương đối đầy đủ, tuy nhiên BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào. "
68820924,11,negative,negative,positive,not_mentioned,positive,warning,"tiêu đề hứa hẹn không nợ lương, mô tả công việc quá ngắn, thiếu đi các thông tin cơ bản"
68876952,11,positive,positive,positive,not_mentioned,positive,seeding,mức lương ở mô tả không khớp với mức lương ở trong phần thông tin chi tiết
68145082,11,positive,positive,positive,neutral,positive,clean,các thông tin cung cấp tương đối đầy đủ
68829496,11,negative,positive,negative,not_mentioned,positive,warning,"tiêu đề và loại việc không giống với nhau (đóng gói và công nhân). Tên công ty và địa điểm làm việc không được nêu cụ thể. Mức lương ở mô tả là thấp nhất 7.5tr, trong khi thông tin chi tiết lại là 8tr"
68843073,11,positive,negative,positive,not_mentioned,positive,seeding,"các thông tin cung cấp tương đối đầy đủ, tuy nhiên BHYT, BHXH là trách nhiệm của công ty với người lao động theo quy định pháp luật, không cần thiết phải ghi vào."
68815058,11,positive,negative,positive,not_mentioned,positive,warning,"thông tin cung cấp tương đối đầy đủ, tuy nhiên mức lương ở vùng I Thủ Đức là 22.5k/h, còn mô tả là 20k/h, thấp hơn so với quy định"
68843641,11,positive,positive,positive,positive,positive,clean,các thông tin cung cấp tương đối đầy đủ
